調查日期 Survey Date,<span style=font-weight:normal">太鬆 Too lenient</span>",<span style=font-weight:normal">合適 Appropriate</span>",<span style=font-weight:normal">太緊 Too strict</span>",<span style=font-weight:normal">限聚指數# GGPI#</span>"
2022/9/11,23.54394503,12.52885444,63.92720052,13.42117386
2022/9/12,23.54394503,12.52885444,63.92720052,13.42117386
2022/9/13,23.00555773,7.01791594,69.97652632,13.68093082
2022/9/14,23.00461388,7.01686757,69.97851855,13.68114265
2022/9/15,23.00555773,7.01791594,69.97652632,13.68093082
2022/9/16,23.54300117,11.2376776,65.21932123,13.474895
2022/9/17,23.54300117,11.2376776,65.21932123,13.47287757
2022/9/18,23.54300117,11.2376776,65.21932123,13.474895
2022/9/19,23.00461388,7.01686757,69.97851855,13.68114265
2022/9/20,21.70377981,8.31675777,69.97946241,13.70749993
2022/9/21,20.40174525,8.31962521,71.27862955,13.79525874
2022/9/22,20.40174525,8.31962521,71.27862955,13.79525874
2022/9/23,20.40174525,8.31962521,71.27862955,13.79525874
2022/9/24,20.40174525,8.31962521,71.27862955,13.79525874
2022/9/25,20.40174525,8.31962521,71.27862955,13.79525874
2022/9/26,12.72768722,4.75385468,82.51845811,15.12317448
2022/9/27,13.29048171,5.87757118,80.83194711,14.70507312
2022/9/28,12.72768722,4.75385468,82.51845811,15.12317448
2022/9/29,12.72768722,4.75385468,82.51845811,15.12317448
2022/9/30,13.29048171,5.87757118,80.83194711,14.70498673
2022/10/1,13.29048171,5.87757118,80.83194711,14.70507312
2022/10/2,12.72768722,4.75385468,82.51845811,15.12317448
2022/10/3,12.72768722,4.75385468,82.51845811,15.12317448
2022/10/4,12.72768722,4.75385468,82.51845811,15.12317448
2022/10/5,11.43556651,6.04066698,82.52376651,15.14922923
2022/10/6,12.72768722,4.75385468,82.51845811,15.12317448
2022/10/7,13.29048171,5.87757118,80.83194711,14.70498673
2022/10/8,13.29048171,5.87757118,80.83194711,14.70498673
2022/10/9,13.29048171,5.87865101,80.83086728,14.70494354
2022/10/10,13.29048171,5.87865101,80.83086728,14.70494354
2022/10/11,13.29048171,5.87865101,80.83086728,14.70494354
2022/10/12,13.29048171,5.87865101,80.83086728,14.70494354
2022/10/13,13.29048171,5.87865101,80.83086728,14.70494354
2022/10/14,20.40174525,8.31962521,71.27862955,13.79525874
2022/10/15,20.40174525,8.31962521,71.27862955,13.79525874
2022/10/16,20.40174525,8.31962521,71.27862955,13.79525874
2022/10/17,20.40174525,8.31962521,71.27862955,13.79525874
2022/10/18,20.40174525,8.31962521,71.27862955,13.79525874
2022/10/19,13.29048171,5.87865101,80.83086728,14.70494354
2022/10/20,38.47984781,0,61.52015219,13.79525874
2022/10/21,38.47984781,0,61.52015219,13.79525874
2022/10/22,38.47984781,0,61.52015219,13.79525874
2022/10/23,38.47984781,0,61.52015219,13.79525874
2022/10/24,38.47984781,0,61.52015219,13.79525874
2022/10/25,38.47984781,0,61.52015219,13.79525874
2022/10/26,25.58122182,0,74.41877818,15.9239221
2022/10/27,25.58122182,0,74.41877818,15.9239221
2022/10/28,25.6852791,0,74.3147209,15.91431858
2022/10/29,25.58122182,0,74.41877818,15.9239221
2022/10/30,25.58122182,0,74.41877818,15.9239221
2022/10/31,25.58122182,0,74.41877818,15.9239221
2022/11/1,19.24580346,0,80.75419654,16.67120593
2022/11/2,19.24580346,0,80.75419654,16.67120593
2022/11/3,19.24580346,0,80.75419654,16.67120593
2022/11/4,25.58122182,0,74.41877818,15.9239221
2022/11/5,19.24580346,0,80.75419654,16.67120593
2022/11/6,25.58122182,0,74.41877818,15.9239221
2022/11/7,19.24580346,0,80.75419654,16.67120593
2022/11/8,25.58122182,0,74.41877818,15.9239221
2022/11/9,19.24580346,0,80.75419654,16.67120593
2022/11/10,25.58122182,0,74.41877818,15.9239221
2022/11/11,25.58122182,0,74.41877818,15.9239221
2022/11/12,25.58122182,0,74.41877818,15.9239221
2022/11/13,25.58122182,0,74.41877818,15.9239221
2022/11/14,25.6852791,0,74.3147209,15.91431858
2022/11/15,25.6852791,0,74.3147209,15.91431858
